Year,Disaster Subgroup,Disaster Type,Disaster Subtype,Country Name,Region,Dis Mag Value,Total Deaths,No Injured,No Suffered,No Homeless,Total Affected,CPI
1972,Geophysical,Earthquake,Ground movement,Afghanistan,Southern Asia,6,11,15,0,0,15,16.35652475
1976,Geophysical,Earthquake,Ground movement,Afghanistan,Southern Asia,6,50,0,90000,0,90000,22.25960139
1982,Geophysical,Earthquake,Ground movement,Afghanistan,Southern Asia,7,500,3000,35000,0,38000,37.74582208
1983,Geophysical,Earthquake,Ground movement,Afghanistan,Southern Asia,7,12,483,27440,6580,34503,38.9583793
1984,Geophysical,Earthquake,Ground movement,Afghanistan,Southern Asia,6,1,35,0,0,35,40.63380386
1991,Geophysical,Earthquake,Ground movement,Afghanistan,Southern Asia,6,130,0,7000,0,7000,53.27115662
1994,Geophysical,Earthquake,Ground movement,Afghanistan,Southern Asia,6,160,330,100000,0,100330,57.97797424
1996,Hydrological,Flood,Riverine flood,Afghanistan,Southern Asia,9,70,0,9855,0,9855,61.35162973
1997,Hydrological,Flood,Riverine flood,Afghanistan,Southern Asia,71,40,0,20000,0,20000,62.7858352
1998,Geophysical,Earthquake,Ground movement,Afghanistan,Southern Asia,6,2323,818,32000,0,32818,63.76045524
1998,Geophysical,Earthquake,Ground movement,Afghanistan,Southern Asia,7,4700,1935,70000,45000,116935,63.76045524
1999,Geophysical,Earthquake,Ground movement,Afghanistan,Southern Asia,6,70,500,60185,31275,91960,65.15554686
2001,Geophysical,Earthquake,Ground movement,Afghanistan,Southern Asia,5,4,20,0,250,270,69.25933995
2002,Hydrological,Flood,Riverine flood,Afghanistan,Southern Asia,3650,7,0,1200,0,1200,70.35781897
2002,Geophysical,Earthquake,Ground movement,Afghanistan,Southern Asia,6,150,13,3500,0,3513,70.35781897
2002,Hydrological,Flood,Riverine flood,Afghanistan,Southern Asia,1170,39,0,4225,0,4225,70.35781897
2002,Geophysical,Earthquake,Ground movement,Afghanistan,Southern Asia,6,50,150,6000,0,6150,70.35781897
2002,Geophysical,Earthquake,Ground movement,Afghanistan,Southern Asia,6,1000,1228,80000,10000,91228,70.35781897
2003,Hydrological,Flood,Riverine flood,Afghanistan,Southern Asia,2580,24,3,0,0,3,71.95500655
2003,Hydrological,Flood,Riverine flood,Afghanistan,Southern Asia,2650,13,0,100,0,100,71.95500655
2003,Hydrological,Flood,Flash flood,Afghanistan,Southern Asia,1440,33,0,0,250,250,71.95500655
2003,Hydrological,Flood,Flash flood,Afghanistan,Southern Asia,14990,30,0,0,1000,1000,71.95500655
2003,Geophysical,Earthquake,Ground movement,Afghanistan,Southern Asia,5,1,1,0,1000,1001,71.95500655
2003,Hydrological,Flood,Riverine flood,Afghanistan,Southern Asia,1250,11,0,0,2000,2000,71.95500655
2004,Geophysical,Earthquake,Ground movement,Afghanistan,Southern Asia,5,2,40,0,1000,1040,73.88141244
2004,Hydrological,Flood,Riverine flood,Afghanistan,Southern Asia,78940,16,0,300,1700,2000,73.88141244
2005,Hydrological,Flood,Riverine flood,Afghanistan,Southern Asia,82360,20,0,500,0,500,76.38802721
2005,Geophysical,Earthquake,Ground movement,Afghanistan,Southern Asia,7,5,1,500,0,501,76.38802721
2005,Hydrological,Flood,Riverine flood,Afghanistan,Southern Asia,46050,3,0,0,1500,1500,76.38802721
2005,Hydrological,Flood,Riverine flood,Afghanistan,Southern Asia,275300,200,3,11000,0,11003,76.38802721
2006,Hydrological,Flood,Riverine flood,Afghanistan,Southern Asia,21480,21,150,465,0,615,78.85225551
2006,Geophysical,Earthquake,Ground movement,Afghanistan,Southern Asia,6,1,0,740,195,935,78.85225551
2006,Hydrological,Flood,Flash flood,Afghanistan,Southern Asia,58310,19,25,5000,0,5025,78.85225551
2006,Hydrological,Flood,Riverine flood,Afghanistan,Southern Asia,3116,54,0,0,8000,8000,78.85225551
2006,Hydrological,Flood,Flash flood,Afghanistan,Southern Asia,5000,166,5,17575,0,17580,78.85225551
2007,Hydrological,Flood,Riverine flood,Afghanistan,Southern Asia,25850,10,0,630,15,645,81.10165893
2007,Hydrological,Flood,Flash flood,Afghanistan,Southern Asia,4110,9,0,0,2500,2500,81.10165893
2007,Hydrological,Flood,Flash flood,Afghanistan,Southern Asia,15490,23,0,2000,950,2950,81.10165893
2007,Hydrological,Flood,Riverine flood,Afghanistan,Southern Asia,62340,113,0,4000,0,4000,81.10165893
2007,Hydrological,Flood,Riverine flood,Afghanistan,Southern Asia,304100,104,0,20000,0,20000,81.10165893
2009,Geophysical,Earthquake,Ground movement,Afghanistan,Southern Asia,5,22,59,0,3250,3309,83.91580741
2009,Hydrological,Flood,Riverine flood,Afghanistan,Southern Asia,88520,39,16,60000,0,60016,83.91580741
2010,Geophysical,Earthquake,Ground movement,Afghanistan,Southern Asia,6,11,70,0,1000,1070,85.2920606
2010,Hydrological,Flood,Riverine flood,Afghanistan,Southern Asia,176799,65,0,5000,0,5000,85.2920606
2010,Hydrological,Flood,Riverine flood,Afghanistan,Southern Asia,65810,70,0,40000,0,40000,85.2920606
2011,Hydrological,Flood,Riverine flood,Afghanistan,Southern Asia,63337,25,65,3000,0,3065,87.98460292
2012,Geophysical,Earthquake,Ground movement,Afghanistan,Southern Asia,6,73,2,0,235,237,89.80529293
2012,Hydrological,Flood,Riverine flood,Afghanistan,Southern Asia,21754,74,300,27469,0,27769,89.80529293
2013,Geophysical,Earthquake,Ground movement,Afghanistan,Southern Asia,6,18,141,3390,0,3531,91.12079403
2013,Hydrological,Flood,Riverine flood,Afghanistan,Southern Asia,14653,20,0,9500,0,9500,91.12079403
2014,Hydrological,Flood,Flash flood,Afghanistan,Southern Asia,44203,81,35,0,10000,10035,92.59898057
2014,Hydrological,Flood,Flash flood,Afghanistan,Southern Asia,83722,431,100,140000,0,140100,92.59898057
2015,Geophysical,Earthquake,Ground movement,Afghanistan,Southern Asia,8,115,58080,0,34645,92725,92.70882199
2019,Hydrological,Flood,Flash flood,Afghanistan,Southern Asia,133360,24,11,550,0,561,100
1998,Geophysical,Earthquake,Ground movement,Azerbaijan,Western Asia,6,1,10,700000,0,700010,63.76045524
1999,Geophysical,Earthquake,Ground movement,Azerbaijan,Western Asia,5,1,18,750,8400,9168,65.15554686
2000,Geophysical,Earthquake,Ground movement,Azerbaijan,Western Asia,7,31,600,2694,0,3294,67.35575898
1985,Meteorological,Storm,Convective storm,Bangladesh,Southern Asia,150,50,2000,18000,0,20000,42.07452677
1985,Hydrological,Flood,Riverine flood,Bangladesh,Southern Asia,8910,7,0,100000,0,100000,42.07452677
1986,Hydrological,Flood,Riverine flood,Bangladesh,Southern Asia,196,4,0,100000,0,100000,42.87312983
1988,Geophysical,Earthquake,Ground movement,Bangladesh,Southern Asia,6,2,100,0,0,100,46.25655683
1989,Geophysical,Earthquake,Ground movement,Bangladesh,Southern Asia,5,1,100,0,0,100,48.48936537
1993,Meteorological,Storm,Tropical cyclone,Bangladesh,Southern Asia,161,50,500,0,2000,2500,56.50464564
1993,Meteorological,Storm,Tropical cyclone,Bangladesh,Southern Asia,160,14,0,7500,0,7500,56.50464564
1994,Meteorological,Storm,Tropical cyclone,Bangladesh,Southern Asia,120,40,150,0,0,150,57.97797424
1994,Meteorological,Storm,Tropical cyclone,Bangladesh,Southern Asia,220,130,3559,450000,200000,653559,57.97797424
1995,Meteorological,Storm,Convective storm,Bangladesh,Southern Asia,160,6,70,0,2000,2070,59.60449489
1995,Meteorological,Storm,Convective storm,Bangladesh,Southern Asia,160,50,1500,0,50000,51500,59.60449489
1995,Meteorological,Storm,Tropical cyclone,Bangladesh,Southern Asia,100,172,0,250000,0,250000,59.60449489
1995,Hydrological,Flood,Riverine flood,Bangladesh,Southern Asia,61220,41,0,351000,0,351000,59.60449489
1995,Hydrological,Flood,Coastal flood,Bangladesh,Southern Asia,44,50,0,351325,110000,461325,59.60449489
1996,Meteorological,Storm,Tropical cyclone,Bangladesh,Southern Asia,65,24,100,0,0,100,61.35162973
1996,Meteorological,Storm,Tropical cyclone,Bangladesh,Southern Asia,153,525,35691,82600,0,118291,61.35162973
1997,Geophysical,Earthquake,Ground movement,Bangladesh,Southern Asia,6,23,200,0,0,200,62.7858352
1997,Meteorological,Storm,Convective storm,Bangladesh,Southern Asia,75,15,500,0,0,500,62.7858352
1997,Meteorological,Storm,Tropical cyclone,Bangladesh,Southern Asia,150,188,63,750000,0,750063,62.7858352
1997,Hydrological,Flood,Flash flood,Bangladesh,Southern Asia,1200,79,30,800000,100000,900030,62.7858352
1998,Meteorological,Storm,Tropical cyclone,Bangladesh,Southern Asia,150,19,504,108440,0,108944,63.76045524
1998,Meteorological,Storm,Tropical cyclone,Bangladesh,Southern Asia,140,200,0,121000,0,121000,63.76045524
1999,Meteorological,Storm,Convective storm,Bangladesh,Southern Asia,120,3,150,1000,0,1150,65.15554686
1999,Geophysical,Earthquake,Ground movement,Bangladesh,Southern Asia,5,6,200,0,15000,15200,65.15554686
1999,Hydrological,Flood,Riverine flood,Bangladesh,Southern Asia,60,31,20,421250,20000,441270,65.15554686
2000,Meteorological,Storm,Tropical cyclone,Bangladesh,Southern Asia,100,15,200,0,0,200,67.35575898
2000,Meteorological,Storm,Tropical cyclone,Bangladesh,Southern Asia,120,20,300,0,62500,62800,67.35575898
2000,Hydrological,Flood,Flash flood,Bangladesh,Southern Asia,17000,11,50,200000,0,200050,67.35575898
2001,Meteorological,Storm,Tropical cyclone,Bangladesh,Southern Asia,100,12,200,0,0,200,69.25933995
2001,Meteorological,Storm,Convective storm,Bangladesh,Southern Asia,150,12,450,25000,0,25450,69.25933995
2003,Meteorological,Storm,Tropical cyclone,Bangladesh,Southern Asia,120,23,400,0,0,400,71.95500655
2003,Geophysical,Earthquake,Ground movement,Bangladesh,Southern Asia,6,2,25,2500,0,2525,71.95500655
2003,Hydrological,Flood,Flash flood,Bangladesh,Southern Asia,4230,65,0,500000,0,500000,71.95500655
2004,Meteorological,Storm,Convective storm,Bangladesh,Southern Asia,120,76,3000,0,10000,13000,73.88141244
2005,Meteorological,Storm,Convective storm,Bangladesh,Southern Asia,100,79,1500,0,10000,11500,76.38802721
2005,Hydrological,Flood,Flash flood,Bangladesh,Southern Asia,12730,13,0,50000,0,50000,76.38802721
2005,Hydrological,Flood,Flash flood,Bangladesh,Southern Asia,22570,19,0,100000,0,100000,76.38802721
2006,Meteorological,Storm,Convective storm,Bangladesh,Southern Asia,150,4,549,5350,0,5899,78.85225551
2007,Meteorological,Storm,Tropical cyclone,Bangladesh,Southern Asia,88,41,0,0,225,225,81.10165893
2008,Meteorological,Storm,Tropical cyclone,Bangladesh,Southern Asia,80,15,200,0,0,200,84.21522909
2008,Meteorological,Storm,Tropical cyclone,Bangladesh,Southern Asia,100,12,200,0,0,200,84.21522909
2008,Hydrological,Flood,Riverine flood,Bangladesh,Southern Asia,59250,12,0,600000,15638,615638,84.21522909
2009,Meteorological,Storm,Tropical cyclone,Bangladesh,Southern Asia,100,7,84,19125,0,19209,83.91580741
2009,Hydrological,Flood,Riverine flood,Bangladesh,Southern Asia,49030,6,0,500000,0,500000,83.91580741
2010,Meteorological,Storm,Tropical cyclone,Bangladesh,Southern Asia,120,8,200,246910,0,247110,85.2920606
2010,Hydrological,Flood,Riverine flood,Bangladesh,Southern Asia,29265,15,0,500000,0,500000,85.2920606
2012,Meteorological,Storm,Convective storm,Bangladesh,Southern Asia,56,25,121,0,55000,55121,89.80529293
2015,Geophysical,Earthquake,Ground movement,Bangladesh,Southern Asia,8,4,200,0,0,200,92.70882199
2016,Geophysical,Earthquake,Ground movement,Bangladesh,Southern Asia,7,5,70,0,0,70,93.87843648
2019,Meteorological,Storm,Tropical cyclone,Bangladesh,Southern Asia,200,39,45,0,10000,10045,100
2019,Meteorological,Storm,Tropical cyclone,Bangladesh,Southern Asia,130,40,71,251435,0,251506,100
2009,Geophysical,Earthquake,Ground movement,Bhutan,Southern Asia,8,11,12,0,0,12,83.91580741
2011,Geophysical,Earthquake,Ground movement,Bhutan,Southern Asia,7,1,16,20000,0,20016,87.98460292
1991,Hydrological,Flood,Riverine flood,Cambodia,South-Eastern Asia,55860,100,0,650000,250000,900000,53.27115662
1999,Hydrological,Flood,Flash flood,Cambodia,South-Eastern Asia,120,7,0,527904,8000,535904,65.15554686
2006,Hydrological,Flood,Riverine flood,Cambodia,South-Eastern Asia,55860,5,0,33000,0,33000,78.85225551
2007,Hydrological,Flood,Riverine flood,Cambodia,South-Eastern Asia,64580,2,0,19000,0,19000,81.10165893
1969,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,3000,0,0,53810,53810,14.34862782
1976,Geophysical,Earthquake,Ground movement,China,Eastern Asia,8,242000,164000,0,0,164000,22.25960139
1979,Geophysical,Earthquake,Ground movement,China,Eastern Asia,5,42,2987,0,569545,572532,28.3875989
1981,Geophysical,Earthquake,Ground movement,China,Eastern Asia,7,150,850,25000,0,25850,35.56517152
1982,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,10,5,0,0,5,37.74582208
1983,Geophysical,Earthquake,Ground movement,China,Eastern Asia,5,34,2200,0,16500,18700,38.9583793
1985,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,22,300,0,0,300,42.07452677
1985,Hydrological,Flood,Riverine flood,China,Eastern Asia,458670,64,0,2000,0,2000,42.07452677
1985,Geophysical,Earthquake,Ground movement,China,Eastern Asia,7,67,100,0,16000,16100,42.07452677
1986,Meteorological,Storm,Tropical cyclone,China,Eastern Asia,150,43,381,0,0,381,42.87312983
1987,Hydrological,Flood,Riverine flood,China,Eastern Asia,3000,92,400,350000,0,350400,44.44423842
1988,Hydrological,Flood,Flash flood,China,Eastern Asia,300,204,0,30000,0,30000,46.25655683
1988,Meteorological,Storm,Tropical cyclone,China,Eastern Asia,300,194,1232,135000,0,136232,46.25655683
1989,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,1,91,0,26500,26591,48.48936537
1989,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,8,107,0,40000,40107,48.48936537
1989,Geophysical,Earthquake,Ground movement,China,Eastern Asia,5,4,0,52800,0,52800,48.48936537
1989,Geophysical,Earthquake,Ground movement,China,Eastern Asia,5,29,140,50000,55000,105140,48.48936537
1990,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,1,16,30000,0,30016,51.106795
1990,Geophysical,Earthquake,Ground movement,China,Eastern Asia,7,126,2049,24574,7696,34319,51.106795
1990,Hydrological,Flood,Riverine flood,China,Eastern Asia,438800,72,0,0,175000,175000,51.106795
1991,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,1,542,240000,0,240542,53.27115662
1992,Hydrological,Flood,Riverine flood,China,Eastern Asia,393000,35,0,0,5000,5000,54.88464241
1992,Hydrological,Flood,Riverine flood,China,Eastern Asia,65830,96,1632,0,30000,31632,54.88464241
1992,Hydrological,Flood,Riverine flood,China,Eastern Asia,545400,248,70,210000,0,210070,54.88464241
1992,Hydrological,Flood,Riverine flood,China,Eastern Asia,491100,88,300,0,435000,435300,54.88464241
1993,Hydrological,Flood,Riverine flood,China,Eastern Asia,9500,41,400,7000,0,7400,56.50464564
1993,Meteorological,Storm,Tropical cyclone,China,Eastern Asia,120,10,428,24000,0,24428,56.50464564
1993,Meteorological,Storm,Tropical cyclone,China,Eastern Asia,130,1,0,250000,0,250000,56.50464564
1994,Geophysical,Earthquake,Ground movement,China,Eastern Asia,7,1,500,0,0,500,57.97797424
1994,Hydrological,Flood,Riverine flood,China,Eastern Asia,183800,41,0,0,17000,17000,57.97797424
1994,Meteorological,Storm,Tropical cyclone,China,Eastern Asia,74,74,684,0,440000,440684,57.97797424
1995,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,14,60,0,5000,5060,59.60449489
1995,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,46,297,0,20000,20297,59.60449489
1996,Meteorological,Storm,Tropical cyclone,China,Eastern Asia,139,44,300,0,10000,10300,61.35162973
1996,Geophysical,Earthquake,Ground movement,China,Eastern Asia,7,26,128,0,33000,33128,61.35162973
1996,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,18,300,200000,0,200300,61.35162973
1997,Geophysical,Earthquake,Ground movement,China,Eastern Asia,5,2,6,0,20000,20006,62.7858352
1997,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,9,89,0,100000,100089,62.7858352
1997,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,12,40,85000,70000,155040,62.7858352
1997,Hydrological,Flood,Riverine flood,China,Eastern Asia,12110,103,8229,0,363000,371229,62.7858352
1997,Geophysical,Earthquake,Ground movement,China,Eastern Asia,7,9,89,500000,0,500089,62.7858352
1997,Meteorological,Storm,Tropical cyclone,China,Eastern Asia,180,140,3000,790000,44000,837000,62.7858352
1998,Hydrological,Flood,Riverine flood,China,Eastern Asia,575,15,0,1300,0,1300,63.76045524
1998,Hydrological,Flood,Flash flood,China,Eastern Asia,212000,50,0,80000,0,80000,63.76045524
1998,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,3,7,93855,18000,111862,63.76045524
1998,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,3,1543,312300,23600,337443,63.76045524
1998,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,49,12000,542000,44000,598000,63.76045524
1999,Meteorological,Storm,Tropical cyclone,China,Eastern Asia,140,5,12,0,0,12,65.15554686
1999,Meteorological,Storm,Tropical cyclone,China,Eastern Asia,234,18,500,800,0,1300,65.15554686
1999,Meteorological,Storm,Tropical cyclone,China,Eastern Asia,144,30,500,115000,7500,123000,65.15554686
2000,Geophysical,Earthquake,Ground movement,China,Eastern Asia,5,1,2,10300,0,10302,67.35575898
2000,Hydrological,Flood,Riverine flood,China,Eastern Asia,76000,43,10,0,31000,31010,67.35575898
2000,Hydrological,Flood,Riverine flood,China,Eastern Asia,21000,15,0,40000,0,40000,67.35575898
2000,Meteorological,Storm,Tropical cyclone,China,Eastern Asia,160,47,0,46000,0,46000,67.35575898
2000,Hydrological,Flood,Flash flood,China,Eastern Asia,114000,34,183,154000,0,154183,67.35575898
2000,Geophysical,Earthquake,Ground movement,China,Eastern Asia,5,1,211,0,177400,177611,67.35575898
2000,Hydrological,Flood,Flash flood,China,Eastern Asia,11170,10,0,200000,0,200000,67.35575898
2001,Hydrological,Flood,Riverine flood,China,Eastern Asia,6800,46,17,0,0,17,69.25933995
2001,Hydrological,Flood,Riverine flood,China,Eastern Asia,5570,35,72,0,2630,2702,69.25933995
2001,Hydrological,Flood,Riverine flood,China,Eastern Asia,4800,66,3110,0,0,3110,69.25933995
2001,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,2,605,0,10000,10605,69.25933995
2001,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,1,220,0,17000,17220,69.25933995
2001,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,2,190,150000,0,150190,69.25933995
2001,Hydrological,Flood,Flash flood,China,Eastern Asia,14700,27,0,0,250000,250000,69.25933995
2001,Hydrological,Flood,Riverine flood,China,Eastern Asia,3600,166,0,300000,0,300000,69.25933995
2001,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,3,109,0,300000,300109,69.25933995
2002,Hydrological,Flood,Riverine flood,China,Eastern Asia,127600,11,12,10000,2300,12312,70.35781897
2002,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,2,0,65500,0,65500,70.35781897
2002,Hydrological,Flood,Riverine flood,China,Eastern Asia,17270,178,311,999000,0,999311,70.35781897
2003,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,11,73,3510,2435,6018,71.95500655
2003,Hydrological,Flood,Riverine flood,China,Eastern Asia,2290,13,0,8000,0,8000,71.95500655
2003,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,1,3,0,8000,8003,71.95500655
2003,Geophysical,Earthquake,Ground movement,China,Eastern Asia,5,1,126,18243,5000,23369,71.95500655
2003,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,3,56,60000,0,60056,71.95500655
2003,Hydrological,Flood,Riverine flood,China,Eastern Asia,471100,123,0,0,200000,200000,71.95500655
2003,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,9,43,50000,225000,275043,71.95500655
2003,Geophysical,Earthquake,Ground movement,China,Eastern Asia,5,4,1000,415000,39500,455500,71.95500655
2003,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,4,65,490000,3000,493065,71.95500655
2003,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,268,4000,510000,3000,517000,71.95500655
2004,Hydrological,Flood,Flash flood,China,Eastern Asia,9850,3,0,740,0,740,73.88141244
2004,Meteorological,Storm,Tropical cyclone,China,Eastern Asia,140,2,7,0,41350,41357,73.88141244
2004,Hydrological,Flood,Riverine flood,China,Eastern Asia,47480,5,0,90000,0,90000,73.88141244
2004,Geophysical,Earthquake,Ground movement,China,Eastern Asia,5,4,600,0,120000,120600,73.88141244
2004,Hydrological,Flood,Riverine flood,China,Eastern Asia,92250,47,500,168000,0,168500,73.88141244
2005,Hydrological,Flood,Riverine flood,China,Eastern Asia,390,16,23,0,0,23,76.38802721
2005,Hydrological,Flood,Flash flood,China,Eastern Asia,2330,117,25,400,0,425,76.38802721
2005,Hydrological,Flood,Flash flood,China,Eastern Asia,2020,8,0,8842,0,8842,76.38802721
2005,Hydrological,Flood,Riverine flood,China,Eastern Asia,43680,28,0,14500,0,14500,76.38802721
2005,Hydrological,Flood,Riverine flood,China,Eastern Asia,12380,20,0,0,80000,80000,76.38802721
2005,Hydrological,Flood,Riverine flood,China,Eastern Asia,85860,52,46,0,188000,188046,76.38802721
2005,Geophysical,Earthquake,Ground movement,China,Eastern Asia,5,16,8000,607500,0,615500,76.38802721
2005,Hydrological,Flood,Riverine flood,China,Eastern Asia,93630,19,0,650000,0,650000,76.38802721
2006,Hydrological,Flood,Riverine flood,China,Eastern Asia,1726,1,0,1200,0,1200,78.85225551
2006,Hydrological,Flood,Riverine flood,China,Eastern Asia,138200,20,0,2400,0,2400,78.85225551
2006,Hydrological,Flood,Riverine flood,China,Eastern Asia,36280,23,0,5000,0,5000,78.85225551
2006,Hydrological,Flood,Riverine flood,China,Eastern Asia,109600,42,9,10000,0,10009,78.85225551
2006,Hydrological,Flood,Flash flood,China,Eastern Asia,11680,50,0,0,12000,12000,78.85225551
2006,Hydrological,Flood,Riverine flood,China,Eastern Asia,24770,27,4,20000,0,20004,78.85225551
2006,Hydrological,Flood,Riverine flood,China,Eastern Asia,175200,22,0,36900,0,36900,78.85225551
2006,Geophysical,Earthquake,Ground movement,China,Eastern Asia,5,1,31,45520,0,45551,78.85225551
2006,Geophysical,Earthquake,Ground movement,China,Eastern Asia,5,22,106,190000,75000,265106,78.85225551
2006,Hydrological,Flood,Riverine flood,China,Eastern Asia,11360,6,0,270000,0,270000,78.85225551
2006,Hydrological,Flood,Riverine flood,China,Eastern Asia,107400,3,35,0,350000,350035,78.85225551
2006,Hydrological,Flood,Riverine flood,China,Eastern Asia,76600,57,0,356000,0,356000,78.85225551
2007,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,3,329,0,0,329,81.10165893
2007,Hydrological,Flood,Riverine flood,China,Eastern Asia,4380,11,0,0,17500,17500,81.10165893
2007,Hydrological,Flood,Riverine flood,China,Eastern Asia,5690,11,0,0,17500,17500,81.10165893
2007,Hydrological,Flood,Riverine flood,China,Eastern Asia,32590,17,0,213000,0,213000,81.10165893
2007,Hydrological,Flood,Riverine flood,China,Eastern Asia,812700,29,0,350000,0,350000,81.10165893
2007,Hydrological,Flood,Riverine flood,China,Eastern Asia,165100,170,0,386000,0,386000,81.10165893
2008,Meteorological,Storm,Convective storm,China,Eastern Asia,84,10,100,0,0,100,84.21522909
2008,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,6,160,0,0,160,84.21522909
2008,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,30,19,0,735,754,84.21522909
2008,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,4,29,0,13500,13529,84.21522909
2008,Hydrological,Flood,Riverine flood,China,Eastern Asia,29940,3,0,50000,0,50000,84.21522909
2008,Meteorological,Storm,Tropical cyclone,China,Eastern Asia,155,1,6,93000,0,93006,84.21522909
2008,Meteorological,Storm,Tropical cyclone,China,Eastern Asia,175,25,0,274000,0,274000,84.21522909
2008,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,8,1000,0,350000,351000,84.21522909
2008,Hydrological,Flood,Riverine flood,China,Eastern Asia,106000,64,166,538000,0,538166,84.21522909
2008,Hydrological,Flood,Riverine flood,China,Eastern Asia,43960,3,0,780000,0,780000,84.21522909
2008,Hydrological,Flood,Riverine flood,China,Eastern Asia,24610,20,0,810000,0,810000,84.21522909
2009,Hydrological,Flood,Riverine flood,China,Eastern Asia,201100,20,38,0,0,38,83.91580741
2009,Meteorological,Storm,Convective storm,China,Eastern Asia,100,15,181,0,48450,48631,83.91580741
2009,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,1,336,15000,50000,65336,83.91580741
2009,Hydrological,Flood,Riverine flood,China,Eastern Asia,82900,11,0,106000,0,106000,83.91580741
2009,Hydrological,Flood,Riverine flood,China,Eastern Asia,81300,12,0,118000,0,118000,83.91580741
2010,Geophysical,Earthquake,Ground movement,China,Eastern Asia,4,8,9,0,0,9,85.2920606
2010,Geophysical,Earthquake,Ground movement,China,Eastern Asia,5,1,15,10000,500,10515,85.2920606
2010,Geophysical,Earthquake,Ground movement,China,Eastern Asia,7,2968,12000,0,100000,112000,85.2920606
2010,Meteorological,Storm,Tropical cyclone,China,Eastern Asia,100,3,0,0,186000,186000,85.2920606
2011,Geophysical,Earthquake,Ground movement,China,Eastern Asia,7,7,136,0,5000,5136,87.98460292
2011,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,25,250,0,5190,5440,87.98460292
2012,Geophysical,Earthquake,Ground movement,China,Eastern Asia,5,1,2,2530,78,2610,89.80529293
2012,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,4,394,33840,0,34234,89.80529293
2012,Hydrological,Flood,Riverine flood,China,Eastern Asia,92141,58,0,140000,0,140000,89.80529293
2012,Hydrological,Flood,Riverine flood,China,Eastern Asia,105607,53,0,185000,0,185000,89.80529293
2012,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,81,821,744000,0,744821,89.80529293
2013,Meteorological,Storm,Tropical cyclone,China,Eastern Asia,101851,1,0,3000,0,3000,91.12079403
2013,Meteorological,Storm,Tropical cyclone,China,Eastern Asia,110,7,0,21000,0,21000,91.12079403
2013,Meteorological,Storm,Tropical cyclone,China,Eastern Asia,118,5,0,1800,50000,51800,91.12079403
2013,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,95,887,123000,0,123887,91.12079403
2013,Hydrological,Flood,Riverine flood,China,Eastern Asia,93532,43,0,255000,0,255000,91.12079403
2013,Hydrological,Flood,Riverine flood,China,Eastern Asia,84762,55,0,300000,0,300000,91.12079403
2013,Meteorological,Storm,Tropical cyclone,China,Eastern Asia,120,9,150,390000,0,390150,91.12079403
2013,Meteorological,Storm,Tropical cyclone,China,Eastern Asia,160,8,0,475000,0,475000,91.12079403
2013,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,3,50,538000,0,538050,91.12079403
2014,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,1,22,0,2000,2022,92.59898057
2014,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,5,65,82200,90,82355,92.59898057
2014,Hydrological,Flood,Flash flood,China,Eastern Asia,387775,27,0,150000,0,150000,92.59898057
2014,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,1,324,255000,0,255324,92.59898057
2014,Hydrological,Flood,Riverine flood,China,Eastern Asia,55272,65,0,300000,0,300000,92.59898057
